,jobID,agency,businessTitle,#ofPositions,jobCategory,salaryRangeFrom,salaryRangeTo,workLocation1
1112,399236,DEPT OF PARKS & RECREATION,Parks Enforcement Patrol,100,"Public Safety, Inspections, & Enforcement",47135.0,47135.0,Citywide
1113,399236,DEPT OF PARKS & RECREATION,Parks Enforcement Patrol,100,"Public Safety, Inspections, & Enforcement",47135.0,47135.0,Citywide
1114,399242,DEPT OF PARKS & RECREATION,City Park Worker,20,Building Operations & Maintenance,33704.0,38760.0,Bronx
1115,399245,DEPT OF PARKS & RECREATION,City Park Worker,20,Building Operations & Maintenance,33704.0,38760.0,Manhattan
1116,399247,DEPT OF PARKS & RECREATION,City Park Worker,20,Building Operations & Maintenance,33704.0,38760.0,Brooklyn
1117,399254,DEPT OF PARKS & RECREATION,City Park Worker,20,Building Operations & Maintenance,33704.0,38760.0,Queens
1118,399259,DEPT OF PARKS & RECREATION,City Park Worker,10,Building Operations & Maintenance,33704.0,38760.0,Staten Island
1119,399349,CONSUMER AFFAIRS,Deputy Director of Special Applications and Operations,1,"Public Safety, Inspections, & Enforcement",67324.0,90686.0,"42 Broadway, New York, N.Y."
1120,399349,CONSUMER AFFAIRS,Deputy Director of Special Applications and Operations,1,"Public Safety, Inspections, & Enforcement",67324.0,90686.0,"42 Broadway, New York, N.Y."
1121,399355,DEPT OF INFO TECH & TELECOMM,Assistant General Counsel,1,Legal Affairs,66326.0,99394.0,"Brooklyn, NY"
1122,399371,CONSUMER AFFAIRS,Assistant Director of Operations,1,"Constituent Services & Community Programs Finance, Accounting, & Procurement",52524.0,77345.0,"42 Broadway, New York, N.Y."
1123,399371,CONSUMER AFFAIRS,Assistant Director of Operations,1,"Constituent Services & Community Programs Finance, Accounting, & Procurement",52524.0,77345.0,"42 Broadway, New York, N.Y."
1124,399427,HOUSING PRESERVATION & DVLPMNT,File Room Clerk,1,Constituent Services & Community Programs,37217.0,42799.0,100 Gold Street
1125,399427,HOUSING PRESERVATION & DVLPMNT,File Room Clerk,1,Constituent Services & Community Programs,37217.0,42799.0,100 Gold Street
1126,399515,DEPT OF INFO TECH & TELECOMM,Cyber Risk Program Manager,1,"Technology, Data & Innovation",75000.0,120000.0,"New York, NY"
1127,399515,DEPT OF INFO TECH & TELECOMM,Cyber Risk Program Manager,1,"Technology, Data & Innovation",75000.0,120000.0,"New York, NY"
1128,399516,OFFICE OF EMERGENCY MANAGEMENT,TRANSPORTATION & INFRASTRUCTURE SPECIALIST,1,"Engineering, Architecture, & Planning",48685.0,66748.0,"165 Cadman Plaza East Brooklyn, NY 11201"
1129,399516,OFFICE OF EMERGENCY MANAGEMENT,TRANSPORTATION & INFRASTRUCTURE SPECIALIST,1,"Engineering, Architecture, & Planning",48685.0,66748.0,"165 Cadman Plaza East Brooklyn, NY 11201"
1130,399523,OFFICE OF EMERGENCY MANAGEMENT,GIS MITIGATION PROGRAM MANAGER,1,"Technology, Data & Innovation",48685.0,73007.0,"165 Cadman Plaza East Brooklyn, NY 11201"
1131,399523,OFFICE OF EMERGENCY MANAGEMENT,GIS MITIGATION PROGRAM MANAGER,1,"Technology, Data & Innovation",48685.0,73007.0,"165 Cadman Plaza East Brooklyn, NY 11201"
1132,399528,BOARD OF CORRECTION,Director of Human Resources and Administration,1,"Administration & Human Resources Finance, Accounting, & Procurement Policy, Research & Analysis",90000.0,110000.0,"One Centre St. Room 2213 NY, NY 10007, with periodic travel to the BOC office on Rikers Island"
1133,399528,BOARD OF CORRECTION,Director of Human Resources and Administration,1,"Administration & Human Resources Finance, Accounting, & Procurement Policy, Research & Analysis",90000.0,110000.0,"One Centre St. Room 2213 NY, NY 10007, with periodic travel to the BOC office on Rikers Island"
1134,399529,DEPT OF DESIGN & CONSTRUCTION,Director,1,Constituent Services & Community Programs,63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
1135,399529,DEPT OF DESIGN & CONSTRUCTION,Director,1,Constituent Services & Community Programs,63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
1136,399534,DEPT OF DESIGN & CONSTRUCTION,Deputy Director,1,"Engineering, Architecture, & Planning",52137.0,141865.0,"30-30 Thomson Avenue, LIC, NY"
1137,399534,DEPT OF DESIGN & CONSTRUCTION,Deputy Director,1,"Engineering, Architecture, & Planning",52137.0,141865.0,"30-30 Thomson Avenue, LIC, NY"
1138,399596,HOUSING PRESERVATION & DVLPMNT,Case Manager,1,Constituent Services & Community Programs,37217.0,42799.0,100 Gold Street
1139,399596,HOUSING PRESERVATION & DVLPMNT,Case Manager,1,Constituent Services & Community Programs,37217.0,42799.0,100 Gold Street
1140,399598,OFFICE OF MANAGEMENT & BUDGET,Assistant Director  Central,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",137637.0,137637.0,255 Greenwich Street
1141,399598,OFFICE OF MANAGEMENT & BUDGET,Assistant Director  Central,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",137637.0,137637.0,255 Greenwich Street
1142,399611,HOUSING PRESERVATION & DVLPMNT,"Senior Project Manager, Multifamily Housing Rehabilitation Program",1,"Engineering, Architecture, & Planning",65783.0,75651.0,100 Gold Street
1143,399611,HOUSING PRESERVATION & DVLPMNT,"Senior Project Manager, Multifamily Housing Rehabilitation Program",1,"Engineering, Architecture, & Planning",65783.0,75651.0,100 Gold Street
1144,399623,OFFICE OF MANAGEMENT & BUDGET,Unit Head  CAPITAL COORDINATION,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",95522.0,95522.0,255 Greenwich Street
1145,399623,OFFICE OF MANAGEMENT & BUDGET,Unit Head  CAPITAL COORDINATION,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",95522.0,95522.0,255 Greenwich Street
1146,399680,DEPT OF DESIGN & CONSTRUCTION,Director,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
1147,399680,DEPT OF DESIGN & CONSTRUCTION,Director,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
1148,399692,DEPT OF DESIGN & CONSTRUCTION,Geotechnical Engineer,1,"Engineering, Architecture, & Planning",52137.0,141865.0,"30-30 Thomson Avenue, LIC, NY"
1149,399692,DEPT OF DESIGN & CONSTRUCTION,Geotechnical Engineer,1,"Engineering, Architecture, & Planning",52137.0,141865.0,"30-30 Thomson Avenue, LIC, NY"
1150,399783,LAW DEPARTMENT,Computer Associate (Technical Support) Level 3,1,Legal Affairs,68427.0,105094.0,"100 Church St., N.Y. N.Y. 10007"
1151,399806,HOUSING PRESERVATION & DVLPMNT,Abatement Coordinator,1,Constituent Services & Community Programs,65783.0,75651.0,100 Gold Street
1152,399806,HOUSING PRESERVATION & DVLPMNT,Abatement Coordinator,1,Constituent Services & Community Programs,65783.0,75651.0,100 Gold Street
1153,399817,OFFICE OF MANAGEMENT & BUDGET,Analyst  DYCD/ DFTA,1,"Finance, Accounting, & Procurement Policy, Research & Analysis Social Services",45491.0,68244.0,255 Greenwich Street
1154,399817,OFFICE OF MANAGEMENT & BUDGET,Analyst  DYCD/ DFTA,1,"Finance, Accounting, & Procurement Policy, Research & Analysis Social Services",45491.0,68244.0,255 Greenwich Street
1155,399820,DEPARTMENT OF TRANSPORTATION,Street Ambassador Team Leader,1,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",52524.0,81535.0,55 Water St Ny Ny
1156,399820,DEPARTMENT OF TRANSPORTATION,Street Ambassador Team Leader,1,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",52524.0,81535.0,55 Water St Ny Ny
1157,399822,POLICE DEPARTMENT,Timekeeper,1,Administration & Human Resources,35330.0,53619.0,"2399 Fulton Street, Brooklyn, NY"
1158,399828,DEPARTMENT OF TRANSPORTATION,Freight Planner,1,"Engineering, Architecture, & Planning Policy, Research & Analysis",47891.0,70457.0,55 Water St Ny Ny
1159,399828,DEPARTMENT OF TRANSPORTATION,Freight Planner,1,"Engineering, Architecture, & Planning Policy, Research & Analysis",47891.0,70457.0,55 Water St Ny Ny
1160,399923,HOUSING PRESERVATION & DVLPMNT,CoC Contract Coordinator,1,Constituent Services & Community Programs,52524.0,60403.0,100 Gold Street
1161,399923,HOUSING PRESERVATION & DVLPMNT,CoC Contract Coordinator,1,Constituent Services & Community Programs,52524.0,60403.0,100 Gold Street
1162,399924,MAYORS OFFICE OF CONTRACT SVCS,DevOps Engineer,1,"Technology, Data & Innovation",80000.0,100000.0,"22 Reade St. New York, NY 10007"
1163,399924,MAYORS OFFICE OF CONTRACT SVCS,DevOps Engineer,1,"Technology, Data & Innovation",80000.0,100000.0,"22 Reade St. New York, NY 10007"
1164,399942,DEPT OF DESIGN & CONSTRUCTION,Environmental Project Manager,1,"Engineering, Architecture, & Planning",55416.0,83151.0,"30-30 Thomson Avenue, LIC, NY"
1165,399942,DEPT OF DESIGN & CONSTRUCTION,Environmental Project Manager,1,"Engineering, Architecture, & Planning",55416.0,83151.0,"30-30 Thomson Avenue, LIC, NY"
1166,399966,HOUSING PRESERVATION & DVLPMNT,File Clerk,1,Constituent Services & Community Programs,37217.0,42799.0,100 Gold Street
1167,399966,HOUSING PRESERVATION & DVLPMNT,File Clerk,1,Constituent Services & Community Programs,37217.0,42799.0,100 Gold Street
1168,399974,DEPARTMENT OF FINANCE,Press Officer,1,Communications & Intergovernmental Affairs,125000.0,140000.0,"1 Centre St., N.Y. Current location but could be subject to change)"
1169,399974,DEPARTMENT OF FINANCE,Press Officer,1,Communications & Intergovernmental Affairs,125000.0,140000.0,"1 Centre St., N.Y. Current location but could be subject to change)"
1170,400058,DEPT OF DESIGN & CONSTRUCTION,Assistant Commissioner,1,"Engineering, Architecture, & Planning",69940.0,186555.0,"101 Tyrellan Avenue, S.I., NY"
1171,400058,DEPT OF DESIGN & CONSTRUCTION,Assistant Commissioner,1,"Engineering, Architecture, & Planning",69940.0,186555.0,"101 Tyrellan Avenue, S.I., NY"
1172,400070,DEPT OF DESIGN & CONSTRUCTION,Engineer-In-Charge,4,"Engineering, Architecture, & Planning",72476.0,106222.0,"30-30 Thomson Avenue, LIC, NY"
1173,400070,DEPT OF DESIGN & CONSTRUCTION,Engineer-In-Charge,4,"Engineering, Architecture, & Planning",72476.0,106222.0,"30-30 Thomson Avenue, LIC, NY"
1174,400079,DEPT OF INFO TECH & TELECOMM,Cyber Administrative Asset Specialist,1,"Technology, Data & Innovation",76500.0,90000.0,"New York, NY"
1175,400079,DEPT OF INFO TECH & TELECOMM,Cyber Administrative Asset Specialist,1,"Technology, Data & Innovation",76500.0,90000.0,"New York, NY"
1176,400104,DEPARTMENT OF TRANSPORTATION,Service Inspector,2,"Public Safety, Inspections, & Enforcement",32992.0,45823.0,"66-26 Metropolitan Ave, Middle Village, NY 11379"
1177,400104,DEPARTMENT OF TRANSPORTATION,Service Inspector,2,"Public Safety, Inspections, & Enforcement",32992.0,45823.0,"66-26 Metropolitan Ave, Middle Village, NY 11379"
1178,400108,OFF OF PAYROLL ADMINISTRATION,Accounts Payable Coordinator,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",52524.0,72000.0,"5 Manhattan West, NY, NY  10001"
1179,400108,OFF OF PAYROLL ADMINISTRATION,Accounts Payable Coordinator,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",52524.0,72000.0,"5 Manhattan West, NY, NY  10001"
1180,400112,DEPT OF DESIGN & CONSTRUCTION,Executive Director,1,"Engineering, Architecture, & Planning",69940.0,186555.0,"30-30 Thomson Avenue, LIC, NY"
1181,400112,DEPT OF DESIGN & CONSTRUCTION,Executive Director,1,"Engineering, Architecture, & Planning",69940.0,186555.0,"30-30 Thomson Avenue, LIC, NY"
1182,400113,OFFICE OF EMERGENCY MANAGEMENT,ACCOUNTS PAYABLE COORDINATOR,1,Administration & Human Resources,54233.0,58404.0,"165 Cadman Plaza East Brooklyn, NY 11201"
1183,400113,OFFICE OF EMERGENCY MANAGEMENT,ACCOUNTS PAYABLE COORDINATOR,1,Administration & Human Resources,54233.0,58404.0,"165 Cadman Plaza East Brooklyn, NY 11201"
1184,400122,OFFICE OF MANAGEMENT & BUDGET,Analyst  Service Desk & Operations / Operations,1,"Finance, Accounting, & Procurement Technology, Data & Innovation",60660.0,68244.0,255 Greenwich Street
1185,400122,OFFICE OF MANAGEMENT & BUDGET,Analyst  Service Desk & Operations / Operations,1,"Finance, Accounting, & Procurement Technology, Data & Innovation",60660.0,68244.0,255 Greenwich Street
1186,400141,DEPARTMENT OF TRANSPORTATION,Project Analyst,1,"Engineering, Architecture, & Planning Policy, Research & Analysis",58152.0,74479.0,55 Water St Ny Ny
1187,400149,DEPT OF INFO TECH & TELECOMM,PSAC Operations Coordinator,1,"Technology, Data & Innovation",58152.0,74479.0,"Brooklyn, NY"
1188,400149,DEPT OF INFO TECH & TELECOMM,PSAC Operations Coordinator,1,"Technology, Data & Innovation",58152.0,74479.0,"Brooklyn, NY"
1189,400165,DEPT OF DESIGN & CONSTRUCTION,Assistant Project Coordinator,1,"Engineering, Architecture, & Planning",52524.0,81535.0,"30-30 Thomson Avenue, LIC, NY"
1190,400165,DEPT OF DESIGN & CONSTRUCTION,Assistant Project Coordinator,1,"Engineering, Architecture, & Planning",52524.0,81535.0,"30-30 Thomson Avenue, LIC, NY"
1191,400171,TAXI & LIMOUSINE COMMISSION,"Senior Supervising Attorney â€“ Consumer Intake, Field Intake, and Appeals, Recruitment, Training and Seizures (ARTS)",1,Legal Affairs,73938.0,85029.0,"31-00 47 Ave, 3 FL, LIC NY"
1192,400171,TAXI & LIMOUSINE COMMISSION,"Senior Supervising Attorney â€“ Consumer Intake, Field Intake, and Appeals, Recruitment, Training and Seizures (ARTS)",1,Legal Affairs,73938.0,85029.0,"31-00 47 Ave, 3 FL, LIC NY"
1193,400180,TAXI & LIMOUSINE COMMISSION,Prosecuting Attorney,1,Legal Affairs,58716.0,89638.0,"31-00 47 Ave, 3 FL, LIC NY"
1194,400180,TAXI & LIMOUSINE COMMISSION,Prosecuting Attorney,1,Legal Affairs,58716.0,89638.0,"31-00 47 Ave, 3 FL, LIC NY"
1195,400196,MAYORS OFFICE OF CONTRACT SVCS,Senior ETL Developer,1,"Technology, Data & Innovation",80000.0,130000.0,"4 Metrotech, Brooklyn NY NY"
1196,400196,MAYORS OFFICE OF CONTRACT SVCS,Senior ETL Developer,1,"Technology, Data & Innovation",80000.0,130000.0,"4 Metrotech, Brooklyn NY NY"
1197,400199,DEPARTMENT OF TRANSPORTATION,Deputy Director of Administration,1,Administration & Human Resources,51190.0,93845.0,55 Water St Ny Ny
1198,400231,HOUSING PRESERVATION & DVLPMNT,Deputy Director of Compliance,1,Constituent Services & Community Programs,80000.0,85000.0,100 Gold Street
1199,400231,HOUSING PRESERVATION & DVLPMNT,Deputy Director of Compliance,1,Constituent Services & Community Programs,80000.0,85000.0,100 Gold Street
1200,400233,HOUSING PRESERVATION & DVLPMNT,Deputy Director of Compliance,1,Constituent Services & Community Programs,80000.0,85000.0,100 Gold Street
1201,400233,HOUSING PRESERVATION & DVLPMNT,Deputy Director of Compliance,1,Constituent Services & Community Programs,80000.0,85000.0,100 Gold Street
1202,400235,HOUSING PRESERVATION & DVLPMNT,Project Manager,1,Constituent Services & Community Programs,60000.0,65000.0,100 Gold Street
1203,400235,HOUSING PRESERVATION & DVLPMNT,Project Manager,1,Constituent Services & Community Programs,60000.0,65000.0,100 Gold Street
1204,400245,HOUSING PRESERVATION & DVLPMNT,Executive Deputy Commissioner of Operations,1,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Policy, Research & Analysis",200000.0,210000.0,100 Gold Street
1205,400245,HOUSING PRESERVATION & DVLPMNT,Executive Deputy Commissioner of Operations,1,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Policy, Research & Analysis",200000.0,210000.0,100 Gold Street
1206,400247,HOUSING PRESERVATION & DVLPMNT,Senior Project Manager,1,Constituent Services & Community Programs,70000.0,75000.0,100 Gold Street
1207,400247,HOUSING PRESERVATION & DVLPMNT,Senior Project Manager,1,Constituent Services & Community Programs,70000.0,75000.0,100 Gold Street
1208,400249,MAYORS OFFICE OF CONTRACT SVCS,Product Manager,1,"Technology, Data & Innovation Policy, Research & Analysis",80000.0,125000.0,"4 Metrotech, Brooklyn NY NY"
1209,400249,MAYORS OFFICE OF CONTRACT SVCS,Product Manager,1,"Technology, Data & Innovation Policy, Research & Analysis",80000.0,125000.0,"4 Metrotech, Brooklyn NY NY"
1210,400252,OFFICE OF MANAGEMENT & BUDGET,College Aide  FINANCING POLICY & COORDINATION,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",15.75,15.75,255 Greenwich Street
1211,400252,OFFICE OF MANAGEMENT & BUDGET,College Aide  FINANCING POLICY & COORDINATION,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",15.75,15.75,255 Greenwich Street
1212,400254,DEPARTMENT OF TRANSPORTATION,"Project Coordinator, Special Projects",1,"Engineering, Architecture, & Planning Policy, Research & Analysis",55416.0,83151.0,55 Water St Ny Ny
1213,400254,DEPARTMENT OF TRANSPORTATION,"Project Coordinator, Special Projects",1,"Engineering, Architecture, & Planning Policy, Research & Analysis",55416.0,83151.0,55 Water St Ny Ny
1214,400322,DEPT OF PARKS & RECREATION,Citywide Services Capital Project Manager,3,Building Operations & Maintenance,65000.0,73000.0,Randallâ€™s Island
1215,400322,DEPT OF PARKS & RECREATION,Citywide Services Capital Project Manager,3,Building Operations & Maintenance,65000.0,73000.0,Randallâ€™s Island
1216,400322,DEPT OF PARKS & RECREATION,Citywide Services Capital Project Manager,3,Building Operations & Maintenance,65000.0,73000.0,Randallâ€™s Island
1217,400343,DEPARTMENT OF TRANSPORTATION,Revenue Coordinator,1,"Finance, Accounting, & Procurement Legal Affairs",48755.0,66247.0,55 Water St Ny Ny
1218,400392,HRA/DEPT OF SOCIAL SERVICES,DISABILITY SERVICES PROGRAM (DSP) CLERK,1,Social Services,35330.0,40629.0,"109 E 16Th St., NYC, NY"
1219,400397,TAXI & LIMOUSINE COMMISSION,Disciplinary Attorney,1,Legal Affairs,58716.0,72925.0,"33 Beaver St, New York NY"
1220,400397,TAXI & LIMOUSINE COMMISSION,Disciplinary Attorney,1,Legal Affairs,58716.0,72925.0,"33 Beaver St, New York NY"
1221,400407,OFFICE OF EMERGENCY MANAGEMENT,PROCUREMENT ANALYST,1,Administration & Human Resources,64663.0,66748.0,"165 Cadman Plaza East Brooklyn, NY 11201"
1222,400407,OFFICE OF EMERGENCY MANAGEMENT,PROCUREMENT ANALYST,1,Administration & Human Resources,64663.0,66748.0,"165 Cadman Plaza East Brooklyn, NY 11201"
1223,400422,TAXI & LIMOUSINE COMMISSION,Timekeeper,1,Administration & Human Resources,21.89,25.18,"33 Beaver St, New York NY"
1224,400422,TAXI & LIMOUSINE COMMISSION,Timekeeper,1,Administration & Human Resources,21.89,25.18,"33 Beaver St, New York NY"
1225,400516,DEPARTMENT OF TRANSPORTATION,Office Manager,1,Administration & Human Resources,38851.0,60990.0,"58-50 57th Road, Maspeth, N.Y. 11378"
1226,400517,CONSUMER AFFAIRS,Enforcement Supervisor,1,"Public Safety, Inspections, & Enforcement",60371.0,69427.0,"Varies (Manhattan, Brooklyn, Bronx, Queens or Staten Island)"
1227,400526,OFFICE OF EMERGENCY MANAGEMENT,INTER-AGENCY DATA MANAGER,1,"Technology, Data & Innovation",82.0,82.0,"165 Cadman Plaza East Brooklyn, NY 11201"
1228,400526,OFFICE OF EMERGENCY MANAGEMENT,INTER-AGENCY DATA MANAGER,1,"Technology, Data & Innovation",82.0,82.0,"165 Cadman Plaza East Brooklyn, NY 11201"
1229,400540,DEPARTMENT OF TRANSPORTATION,Clerical Associate,1,"Administration & Human Resources Policy, Research & Analysis",38851.0,60990.0,"34-02 Queens Boulevard Long Island City, N.Y. 11101"
1230,400551,MAYORS OFFICE OF CONTRACT SVCS,Senior Developer (MOO),1,"Technology, Data & Innovation",80000.0,130000.0,"1 Metro Tech. Brooklyn, NY 11201"
1231,400551,MAYORS OFFICE OF CONTRACT SVCS,Senior Developer (MOO),1,"Technology, Data & Innovation",80000.0,130000.0,"1 Metro Tech. Brooklyn, NY 11201"
1232,400592,MAYORS OFFICE OF CONTRACT SVCS,Senior Business Data Analyst (MOO),1,"Technology, Data & Innovation Policy, Research & Analysis",80000.0,125000.0,"1 Metro Tech. Brooklyn, NY 11201"
1233,400592,MAYORS OFFICE OF CONTRACT SVCS,Senior Business Data Analyst (MOO),1,"Technology, Data & Innovation Policy, Research & Analysis",80000.0,125000.0,"1 Metro Tech. Brooklyn, NY 11201"
1234,400651,DEPT OF ENVIRONMENT PROTECTION,Payment Analyst,1,"Engineering, Architecture, & Planning",40189.0,68167.0,96-05 Horace Harding Expway
1235,400651,DEPT OF ENVIRONMENT PROTECTION,Payment Analyst,1,"Engineering, Architecture, & Planning",40189.0,68167.0,96-05 Horace Harding Expway
1236,400722,HOUSING PRESERVATION & DVLPMNT,Property Services Manager,1,Constituent Services & Community Programs,65783.0,75651.0,100 Gold Street
1237,400722,HOUSING PRESERVATION & DVLPMNT,Property Services Manager,1,Constituent Services & Community Programs,65783.0,75651.0,100 Gold Street
1238,400777,POLICE DEPARTMENT,Police Administrative Aide,7,Administration & Human Resources,35330.0,53619.0,"Manhattan: 7 Precinct (2 positions) 19 1/2 Pitt Street, New York, NY10002;  17 Precinct (1 position) 167 East 51st Street, New York, NY 10022;  Deputy Commissioner Legal Matters - Body Worn Camera Legal Unit  (2 Positions) 1 Police Plaza New York, NY 10038  Brooklyn: 72 Precinct (1 position) 830 4th Ave., Brooklyn, NY 11232; and  Queens: 111 Precinct (1 position) 45-06 215th Street, Bayside, NY 11361"
1239,400789,DEPARTMENT OF TRANSPORTATION,Principal Adminstrative Associate,1,Administration & Human Resources,54638.0,83500.0,"58-50 57 Road, Maspeth, N.Y. 11378"
1240,400798,DEPT OF ENVIRONMENT PROTECTION,Civil Engineering Intern,1,"Engineering, Architecture, & Planning",49916.0,60447.0,"96-05 Horace Harding Expway, 2nd Floor, Corona, NY 11368"
1241,400798,DEPT OF ENVIRONMENT PROTECTION,Civil Engineering Intern,1,"Engineering, Architecture, & Planning",49916.0,60447.0,"96-05 Horace Harding Expway, 2nd Floor, Corona, NY 11368"
1242,400805,HRA/DEPT OF SOCIAL SERVICES,CASE MANAGEMENT TEAM LEADER,1,Administration & Human Resources Social Services,59023.0,67876.0,"109 E 16Th St., N.Y."
1243,400822,HRA/DEPT OF SOCIAL SERVICES,CASE MANAGEMENT TEAM LEADER,1,Administration & Human Resources Social Services,59023.0,67876.0,"2551 Bainbridge Ave., Bronx"
1244,400827,HRA/DEPT OF SOCIAL SERVICES,CASE MANAGEMENT TEAM LEADER,1,Administration & Human Resources Social Services,59023.0,67876.0,890 Garrison Avenue
1245,400830,HRA/DEPT OF SOCIAL SERVICES,CENTER DIRECTOR,1,Administration & Human Resources Social Services,73420.0,84433.0,"109 E 16Th St., N.Y."
1246,400884,HOUSING PRESERVATION & DVLPMNT,NYC15/15 Coordinator,1,"Policy, Research & Analysis",52524.0,60403.0,100 Gold Street
1247,400884,HOUSING PRESERVATION & DVLPMNT,NYC15/15 Coordinator,1,"Policy, Research & Analysis",52524.0,60403.0,100 Gold Street
1248,400888,DEPT OF DESIGN & CONSTRUCTION,Director,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
1249,400888,DEPT OF DESIGN & CONSTRUCTION,Director,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
1250,400890,DEPARTMENT OF INVESTIGATION,Deputy Inspector General,1,"Public Safety, Inspections, & Enforcement",80000.0,95000.0,180 Maiden Lane
1251,400890,DEPARTMENT OF INVESTIGATION,Deputy Inspector General,1,"Public Safety, Inspections, & Enforcement",80000.0,95000.0,180 Maiden Lane
1252,400894,HOUSING PRESERVATION & DVLPMNT,Grants Manager,1,"Policy, Research & Analysis",60000.0,72500.0,100 Gold Street
1253,400894,HOUSING PRESERVATION & DVLPMNT,Grants Manager,1,"Policy, Research & Analysis",60000.0,72500.0,100 Gold Street
1254,400905,DEPT OF DESIGN & CONSTRUCTION,Design Engineer,1,"Engineering, Architecture, & Planning",55416.0,83151.0,"30-30 Thomson Ave LIC, NY"
1255,400905,DEPT OF DESIGN & CONSTRUCTION,Design Engineer,1,"Engineering, Architecture, & Planning",55416.0,83151.0,"30-30 Thomson Ave LIC, NY"
1256,400907,DEPT OF ENVIRONMENT PROTECTION,Electrician,5,"Finance, Accounting, & Procurement",58.54,58.54,Various
1257,400907,DEPT OF ENVIRONMENT PROTECTION,Electrician,5,"Finance, Accounting, & Procurement",58.54,58.54,Various
1258,401332,DEPT OF DESIGN & CONSTRUCTION,Director,1,"Technology, Data & Innovation",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
1259,401332,DEPT OF DESIGN & CONSTRUCTION,Director,1,"Technology, Data & Innovation",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
1260,401339,HOUSING PRESERVATION & DVLPMNT,Project Manager,1,Constituent Services & Community Programs,60000.0,70000.0,100 Gold Street
1261,401339,HOUSING PRESERVATION & DVLPMNT,Project Manager,1,Constituent Services & Community Programs,60000.0,70000.0,100 Gold Street
1262,401350,HRA/DEPT OF SOCIAL SERVICES,REVENUE ANALYST,1,"Administration & Human Resources Finance, Accounting, & Procurement Social Services",75951.0,82000.0,4 World Trade Center
1263,401377,DEPT OF DESIGN & CONSTRUCTION,Executive Director,1,"Engineering, Architecture, & Planning",69940.0,186555.0,"30-30 Thomson Avenue, LIC, NY"
1264,401377,DEPT OF DESIGN & CONSTRUCTION,Executive Director,1,"Engineering, Architecture, & Planning",69940.0,186555.0,"30-30 Thomson Avenue, LIC, NY"
1265,401379,DEPARTMENT OF TRANSPORTATION,Assistant General Counsel,1,Legal Affairs,58716.0,89638.0,55 Water St Ny Ny
1266,401379,DEPARTMENT OF TRANSPORTATION,Assistant General Counsel,1,Legal Affairs,58716.0,89638.0,55 Water St Ny Ny
1267,401390,HOUSING PRESERVATION & DVLPMNT,"Deputy Commissioner, Office of Development",1,"Engineering, Architecture, & Planning",180000.0,201121.0,100 Gold Street
1268,401390,HOUSING PRESERVATION & DVLPMNT,"Deputy Commissioner, Office of Development",1,"Engineering, Architecture, & Planning",180000.0,201121.0,100 Gold Street
1269,401415,POLICE DEPARTMENT,Senior Police Administrative Aide,1,Administration & Human Resources,42650.0,55430.0,"263 Tompkins Ave., Brooklyn"
1270,401416,DEPT OF PARKS & RECREATION,Blacksmith,1,Building Operations & Maintenance,100725.12,100725.12,TBD
1271,401416,DEPT OF PARKS & RECREATION,Blacksmith,1,Building Operations & Maintenance,100725.12,100725.12,TBD
1272,401416,DEPT OF PARKS & RECREATION,Blacksmith,1,Building Operations & Maintenance,100725.12,100725.12,TBD
1273,401425,DEPT OF PARKS & RECREATION,Director of Horticulture,1,Constituent Services & Community Programs Building Operations & Maintenance,80000.0,90000.0,"Olmsted Center, Queens"
1274,401425,DEPT OF PARKS & RECREATION,Director of Horticulture,1,Constituent Services & Community Programs Building Operations & Maintenance,80000.0,90000.0,"Olmsted Center, Queens"
1275,401425,DEPT OF PARKS & RECREATION,Director of Horticulture,1,Constituent Services & Community Programs Building Operations & Maintenance,80000.0,90000.0,"Olmsted Center, Queens"
1276,401440,CONSUMER AFFAIRS,Director of Community Affairs,1,Constituent Services & Community Programs,52524.0,72000.0,"42 Broadway, N.Y."
1277,401442,DEPARTMENT OF TRANSPORTATION,Prinicipal Administrative Associate,1,"Policy, Research & Analysis",44142.0,64662.0,"34-02 Queens Boulevard Long Island City, N.Y. 11101"
