index,agency,numOfPositions,businessTitle,jobCategory,newLat,newLong,borough,salaryRangeTo,salaryRangeFrom,salaryFrequency,zip,jobCatCondensed
2108,DEPT OF ENVIRONMENT PROTECTION,1,Technical Advisor for Reservoir Releases and Policy Development,"Engineering, Architecture, & Planning",41.8478701,-74.547935,Manhattan,90000.0,71159.0,Annual,12740.0,Other
2109,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Manager of External Affairs and Special Projects,Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,75000.0,70000.0,Annual,10038.0,Service
2110,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Manager of External Affairs and Special Projects,Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,75000.0,70000.0,Annual,10038.0,Service
2111,DEPT OF ENVIRONMENT PROTECTION,3,Green Infrastructure Program Analyst,Constituent Services & Community Programs,40.7348102,-73.8644434,Queens,65000.0,52524.0,Annual,11373.0,Service
2112,DEPT OF ENVIRONMENT PROTECTION,3,Green Infrastructure Program Analyst,Constituent Services & Community Programs,40.7348102,-73.8644434,Queens,65000.0,52524.0,Annual,11373.0,Service
2113,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Constituency-Based Community Relations Manager (Higher Education),Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,70000.0,52524.0,Annual,10038.0,Service
2114,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Constituency-Based Community Relations Manager (Higher Education),Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,70000.0,52524.0,Annual,10038.0,Service
2115,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Constituency-Based Community Relations Manager (Public Housing),Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,70000.0,52524.0,Annual,10038.0,Service
2116,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Constituency-Based Community Relations Manager (Public Housing),Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,70000.0,52524.0,Annual,10038.0,Service
2117,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Constituency-Based Community Relations Manager (Special Populations),Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,70000.0,52524.0,Annual,10038.0,Service
2118,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Constituency-Based Community Relations Manager (Special Populations),Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,70000.0,52524.0,Annual,10038.0,Service
2119,NYC HOUSING AUTHORITY,1,"Assistant Director, Analysis and Engagement","Public Safety, Inspections, & Enforcement",37.667663399999995,-95.4581817,Manhattan,168433.0,63031.0,Annual,66720.0,Managerial and Professional
2120,NYC HOUSING AUTHORITY,1,"Assistant Director, Analysis and Engagement","Public Safety, Inspections, & Enforcement",37.667663399999995,-95.4581817,Manhattan,168433.0,63031.0,Annual,66720.0,Managerial and Professional
2121,DEPT OF CITYWIDE ADMIN SVCS,1,"Deputy Director, Capital Project Development","Engineering, Architecture, & Planning",40.712830600000004,-74.00371489999998,Manhattan,105000.0,52137.0,Annual,10007.0,Other
2122,DEPT OF CITYWIDE ADMIN SVCS,1,"Deputy Director, Capital Project Development","Engineering, Architecture, & Planning",40.712830600000004,-74.00371489999998,Manhattan,105000.0,52137.0,Annual,10007.0,Other
2123,OFFICE OF EMERGENCY MANAGEMENT,1,EMERGENCY OPERATIONS CENTER SPECIALIST,"Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.699081899999996,-73.9893388,Brooklyn,70000.0,60000.0,Annual,11201.0,Managerial and Professional
2124,OFFICE OF EMERGENCY MANAGEMENT,1,EMERGENCY OPERATIONS CENTER SPECIALIST,"Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",40.699081899999996,-73.9893388,Brooklyn,70000.0,60000.0,Annual,11201.0,Managerial and Professional
2125,DEPT OF HEALTH/MENTAL HYGIENE,1,"Contract Nurse Liaison, Bureau of School Health",Health,40.7696172,-73.83315329999998,Queens,23.9,20.78,Hourly,11354.0,Other
2126,DEPT OF HEALTH/MENTAL HYGIENE,1,"Contract Nurse Liaison, Bureau of School Health",Health,40.7696172,-73.83315329999998,Queens,23.9,20.78,Hourly,11354.0,Other
2127,DEPT OF INFO TECH & TELECOMM,2,Senior Policy Analyst,Constituent Services & Community Programs,40.7134096,-74.00752309999999,Manhattan,80000.0,52524.0,Annual,10007.0,Service
2128,DEPT OF INFO TECH & TELECOMM,2,Senior Policy Analyst,Constituent Services & Community Programs,40.7134096,-74.00752309999999,Manhattan,80000.0,52524.0,Annual,10007.0,Service
2129,DEPT OF INFO TECH & TELECOMM,2,Urban Technology Researcher,"Technology, Data & Innovation",40.7143284,-74.01091439999998,Manhattan,155000.0,75000.0,Annual,10007.0,Other
2130,DEPT OF INFO TECH & TELECOMM,2,Urban Technology Researcher,"Technology, Data & Innovation",40.7143284,-74.01091439999998,Manhattan,155000.0,75000.0,Annual,10007.0,Other
2131,DEPT OF INFO TECH & TELECOMM,1,"Manager, Public Safety Radio Engineering","Technology, Data & Innovation Public Safety, Inspections, & Enforcement",40.694028,-73.98394990000001,Brooklyn,140000.0,56990.0,Annual,11201.0,Managerial and Professional
2132,DEPT OF INFO TECH & TELECOMM,1,"Manager, Public Safety Radio Engineering","Technology, Data & Innovation Public Safety, Inspections, & Enforcement",40.694028,-73.98394990000001,Brooklyn,140000.0,56990.0,Annual,11201.0,Managerial and Professional
2133,DEPT OF INFO TECH & TELECOMM,1,MODA Data Scientist,"Technology, Data & Innovation Policy, Research & Analysis",40.7134096,-74.00752309999999,Manhattan,79000.0,52524.0,Annual,10007.0,Other
2134,DEPT OF INFO TECH & TELECOMM,1,MODA Data Scientist,"Technology, Data & Innovation Policy, Research & Analysis",40.7134096,-74.00752309999999,Manhattan,79000.0,52524.0,Annual,10007.0,Other
2135,DEPT OF ENVIRONMENT PROTECTION,1,Assistant Environmental Engineer,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,63728.0,55416.0,Annual,11373.0,Other
2136,DEPT OF ENVIRONMENT PROTECTION,1,Assistant Environmental Engineer,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,63728.0,55416.0,Annual,11373.0,Other
2137,DEPARTMENT OF BUILDINGS,10,Operations Associate,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs,40.72764300000001,-73.937443,Brooklyn,36677.0,31893.0,Annual,11222.0,Service
2138,DEPARTMENT OF BUILDINGS,4,Senior Operations Associate,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs,40.72764300000001,-73.937443,Brooklyn,40629.0,35330.0,Annual,11222.0,Service
2139,OFFICE OF EMERGENCY MANAGEMENT,1,WATCH COMMAND SUPERVISOR,"Communications & Intergovernmental Affairs Public Safety, Inspections, & Enforcement",40.699081899999996,-73.9893388,Brooklyn,81350.0,81350.0,Annual,11201.0,Managerial and Professional
2140,OFFICE OF EMERGENCY MANAGEMENT,1,WATCH COMMAND SUPERVISOR,"Communications & Intergovernmental Affairs Public Safety, Inspections, & Enforcement",40.699081899999996,-73.9893388,Brooklyn,81350.0,81350.0,Annual,11201.0,Managerial and Professional
2141,FINANCIAL INFO SVCS AGENCY,2,TECH SUPPORT SCHEDULER,"Technology, Data & Innovation",40.753068799999994,-73.9994561,Manhattan,100000.0,75000.0,Annual,10001.0,Other
2142,FINANCIAL INFO SVCS AGENCY,2,TECH SUPPORT SCHEDULER,"Technology, Data & Innovation",40.753068799999994,-73.9994561,Manhattan,100000.0,75000.0,Annual,10001.0,Other
2143,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Community Engagement Specialist,Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,63000.0,55000.0,Annual,10038.0,Service
2144,DEPT OF YOUTH & COMM DEV SRVS,1,NYC Census 2020 - Community Engagement Specialist,Constituent Services & Community Programs,40.710219,-74.00619,Manhattan,63000.0,55000.0,Annual,10038.0,Service
2145,DEPT OF INFO TECH & TELECOMM,1,"Senior Counsel for Legal Compliance, Litigation and Advisory Services",Legal Affairs,40.694028,-73.98394990000001,Brooklyn,130000.0,56990.0,Annual,11201.0,Other
2146,DEPT OF YOUTH & COMM DEV SRVS,5,"NYC Census 2020 - Borough Leads, NYC Census 2020 Field Campaign",Constituent Services & Community Programs Communications & Intergovernmental Affairs,40.710219,-74.00619,Manhattan,75000.0,52524.0,Annual,10038.0,Service
2147,DEPT OF YOUTH & COMM DEV SRVS,5,"NYC Census 2020 - Borough Leads, NYC Census 2020 Field Campaign",Constituent Services & Community Programs Communications & Intergovernmental Affairs,40.710219,-74.00619,Manhattan,75000.0,52524.0,Annual,10038.0,Service
2148,NYC HOUSING AUTHORITY,4,PROJECT MANAGER,"Engineering, Architecture, & Planning",32.9328278,-96.825463,Manhattan,97173.0,65783.0,Annual,75244.0,Other
2149,NYC HOUSING AUTHORITY,4,PROJECT MANAGER,"Engineering, Architecture, & Planning",32.9328278,-96.825463,Manhattan,97173.0,65783.0,Annual,75244.0,Other
2150,DEPT OF CITYWIDE ADMIN SVCS,2,CITY CUSTODIAL ASSISTANT,Building Operations & Maintenance,40.712830600000004,-74.00371489999998,Manhattan,35840.0,31320.0,Annual,10007.0,Operatives and Laborers
2151,DEPT OF CITYWIDE ADMIN SVCS,2,CITY CUSTODIAL ASSISTANT,Building Operations & Maintenance,40.712830600000004,-74.00371489999998,Manhattan,35840.0,31320.0,Annual,10007.0,Operatives and Laborers
2152,NYC HOUSING AUTHORITY,1,Senior Advisor,Administration & Human Resources,32.9328278,-96.825463,Manhattan,168433.0,63031.0,Annual,75244.0,Other
2153,NYC HOUSING AUTHORITY,1,Senior Advisor,Administration & Human Resources,32.9328278,-96.825463,Manhattan,168433.0,63031.0,Annual,75244.0,Other
2154,OFFICE OF THE COMPTROLLER,1,Investment Analyst - Debt Management,"Finance, Accounting, & Procurement",40.712830600000004,-74.00371489999998,Manhattan,60000.0,50000.0,Annual,10007.0,Other
2155,OFFICE OF THE COMPTROLLER,1,Investment Analyst - Debt Management,"Finance, Accounting, & Procurement",40.712830600000004,-74.00371489999998,Manhattan,60000.0,50000.0,Annual,10007.0,Other
2156,NYC HOUSING AUTHORITY,3,Senior Project Manager,"Engineering, Architecture, & Planning",32.9328278,-96.825463,Manhattan,106222.0,72476.0,Annual,75244.0,Other
2157,NYC HOUSING AUTHORITY,3,Senior Project Manager,"Engineering, Architecture, & Planning",32.9328278,-96.825463,Manhattan,106222.0,72476.0,Annual,75244.0,Other
2158,DEPT OF INFO TECH & TELECOMM,1,"Project Manager, Public Safety Radio","Public Safety, Inspections, & Enforcement",40.694028,-73.98394990000001,Brooklyn,125000.0,0.0,Annual,11201.0,Managerial and Professional
2159,DEPT OF INFO TECH & TELECOMM,1,"Project Manager, Public Safety Radio","Public Safety, Inspections, & Enforcement",40.694028,-73.98394990000001,Brooklyn,125000.0,0.0,Annual,11201.0,Managerial and Professional
2160,DEPT OF HEALTH/MENTAL HYGIENE,1,"Public Health Inspector, Bureau of Child Care","Health Public Safety, Inspections, & Enforcement",40.7157524,-74.002517,Manhattan,51049.0,44390.0,Annual,10013.0,Managerial and Professional
2161,DEPT OF HEALTH/MENTAL HYGIENE,1,"Public Health Inspector, Bureau of Child Care","Health Public Safety, Inspections, & Enforcement",40.7157524,-74.002517,Manhattan,51049.0,44390.0,Annual,10013.0,Managerial and Professional
2162,DEPARTMENT OF BUSINESS SERV.,1,"PROGRAM MANAGER, CENTER OPERATIONS",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,33.38,28.7488,Hourly,10038.0,Service
2163,DEPARTMENT OF BUSINESS SERV.,1,"PROGRAM MANAGER, CENTER OPERATIONS",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,33.38,28.7488,Hourly,10038.0,Service
2164,DEPARTMENT OF BUSINESS SERV.,1,"POLICY ANALYST, COMMERCIAL LEASING",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,38.38,28.7488,Hourly,10038.0,Service
2165,DEPARTMENT OF BUSINESS SERV.,1,"POLICY ANALYST, COMMERCIAL LEASING",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,38.38,28.7488,Hourly,10038.0,Service
2166,DEPT OF CITYWIDE ADMIN SVCS,1,EEO Investigator,"Administration & Human Resources Policy, Research & Analysis",40.712830600000004,-74.00371489999998,Manhattan,57590.0,50078.0,Annual,10007.0,Other
2167,DEPT OF CITYWIDE ADMIN SVCS,1,EEO Investigator,"Administration & Human Resources Policy, Research & Analysis",40.712830600000004,-74.00371489999998,Manhattan,57590.0,50078.0,Annual,10007.0,Other
2168,DEPT OF RECORDS & INFO SERVICE,1,AUDIO- VISUAL ARCHIVIST,"Technology, Data & Innovation",40.7136304,-74.00444949999998,Manhattan,50000.0,42808.0,Annual,10007.0,Other
2169,DEPT OF HEALTH/MENTAL HYGIENE,3,"Call Agent, Bureau of Customer Support and Print Services",Health,40.749357200000006,-73.93906190000001,Queens,19.9,15.5,Hourly,11101.0,Other
2170,DEPT OF HEALTH/MENTAL HYGIENE,3,"Call Agent, Bureau of Customer Support and Print Services",Health,40.749357200000006,-73.93906190000001,Queens,19.9,15.5,Hourly,11101.0,Other
2171,HOUSING PRESERVATION & DVLPMNT,1,Executive Agency Counsel,Legal Affairs,40.7103379,-74.00330290000001,Manhattan,161136.0,145000.0,Annual,10038.0,Other
2172,HOUSING PRESERVATION & DVLPMNT,1,Executive Agency Counsel,Legal Affairs,40.7103379,-74.00330290000001,Manhattan,161136.0,145000.0,Annual,10038.0,Other
2173,DEPT OF HEALTH/MENTAL HYGIENE,1,"IT Student,  Bureau of Network Technology Services",Health,40.749357200000006,-73.93906190000001,Queens,20.12,15.55,Hourly,11101.0,Other
2174,DEPT OF HEALTH/MENTAL HYGIENE,1,"IT Student,  Bureau of Network Technology Services",Health,40.749357200000006,-73.93906190000001,Queens,20.12,15.55,Hourly,11101.0,Other
2175,MAYORS OFFICE OF CONTRACT SVCS,1,"Senior Analyst, Health & Human Services","Policy, Research & Analysis Social Services",40.7134096,-74.00752309999999,Manhattan,60000.0,56990.0,Annual,10007.0,Service
2176,MAYORS OFFICE OF CONTRACT SVCS,1,"Senior Analyst, Health & Human Services","Policy, Research & Analysis Social Services",40.7134096,-74.00752309999999,Manhattan,60000.0,56990.0,Annual,10007.0,Service
2177,DEPT OF HEALTH/MENTAL HYGIENE,2,"Call Agent, Bureau of Customer Support and Print Services",Health,40.778042,-73.89660490000001,Queens,19.9,15.5,Hourly,11105.0,Other
2178,DEPT OF HEALTH/MENTAL HYGIENE,2,"Call Agent, Bureau of Customer Support and Print Services",Health,40.778042,-73.89660490000001,Queens,19.9,15.5,Hourly,11105.0,Other
2179,DEPT OF HEALTH/MENTAL HYGIENE,1,"NYC Regional Planning Consortium Director, Bureau of Systems Strengthening and Access",Health,40.749357200000006,-73.93906190000001,Queens,84301.0,73305.0,Annual,11101.0,Other
2180,DEPT OF HEALTH/MENTAL HYGIENE,1,"NYC Regional Planning Consortium Director, Bureau of Systems Strengthening and Access",Health,40.749357200000006,-73.93906190000001,Queens,84301.0,73305.0,Annual,11101.0,Other
2181,ADMIN TRIALS AND HEARINGS,2,Community Service Technical Liaison,"Technology, Data & Innovation",40.72764300000001,-73.937443,Brooklyn,23.43,20.3706,Hourly,11222.0,Other
2182,ADMIN TRIALS AND HEARINGS,2,Community Service Technical Liaison,"Technology, Data & Innovation",40.72764300000001,-73.937443,Brooklyn,23.43,20.3706,Hourly,11222.0,Other
2183,ADMIN FOR CHILDREN'S SVCS,1,Planning Associate,Social Services,40.7096402,-74.0057361,Manhattan,63112.0,52524.0,Annual,10038.0,Service
2184,DEPT OF DESIGN & CONSTRUCTION,1,Program Executive,"Finance, Accounting, & Procurement",40.7441315,-73.9360615,Queens,156793.0,58675.0,Annual,11101.0,Other
2185,DEPT OF DESIGN & CONSTRUCTION,1,Program Executive,"Finance, Accounting, & Procurement",40.7441315,-73.9360615,Queens,156793.0,58675.0,Annual,11101.0,Other
2186,FINANCIAL INFO SVCS AGENCY,1,BUSINESS ANALYST,"Technology, Data & Innovation",40.753068799999994,-73.9994561,Manhattan,130000.0,75000.0,Annual,10001.0,Other
2187,FINANCIAL INFO SVCS AGENCY,1,BUSINESS ANALYST,"Technology, Data & Innovation",40.753068799999994,-73.9994561,Manhattan,130000.0,75000.0,Annual,10001.0,Other
2188,DEPT OF ENVIRONMENT PROTECTION,1,Guidelines and Standards Developer,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,75651.0,65783.0,Annual,11373.0,Other
2189,DEPT OF DESIGN & CONSTRUCTION,1,Director,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,168433.0,63031.0,Annual,11101.0,Other
2190,DEPT OF DESIGN & CONSTRUCTION,1,Director,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,168433.0,63031.0,Annual,11101.0,Other
2191,DEPT OF DESIGN & CONSTRUCTION,2,Architect,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,95270.0,65783.0,Annual,11101.0,Other
2192,DEPT OF DESIGN & CONSTRUCTION,2,Architect,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,95270.0,65783.0,Annual,11101.0,Other
2193,DEPT OF ENVIRONMENT PROTECTION,1,Staten Island Borough Manager,"Communications & Intergovernmental Affairs Policy, Research & Analysis",40.640488500000004,-74.0760463,Staten Island,97873.0,62862.0,Annual,10301.0,Other
2194,DEPT OF ENVIRONMENT PROTECTION,1,Director of Payroll,Administration & Human Resources,40.7348102,-73.8644434,Queens,150000.0,135000.0,Annual,11373.0,Other
2195,DEPT OF ENVIRONMENT PROTECTION,1,Staten Island Borough Manager,"Communications & Intergovernmental Affairs Policy, Research & Analysis",40.640488500000004,-74.0760463,Staten Island,150371.0,55590.0,Annual,10301.0,Other
2196,DEPT OF DESIGN & CONSTRUCTION,1,Deputy Director,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,144413.0,52137.0,Annual,11101.0,Other
2197,DEPT OF DESIGN & CONSTRUCTION,1,Deputy Director,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,144413.0,52137.0,Annual,11101.0,Other
2198,DEPT OF DESIGN & CONSTRUCTION,1,Project Controls Manager,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,144413.0,52137.0,Annual,11101.0,Other
2199,DEPT OF DESIGN & CONSTRUCTION,1,Project Controls Manager,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,144413.0,52137.0,Annual,11101.0,Other
2200,DEPARTMENT OF TRANSPORTATION,1,SAFETY EDUCATION OUTREACH COORDINATOR,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",40.7087357,-74.0081164,Manhattan,81535.0,52524.0,Annual,10038.0,Managerial and Professional
2201,DEPARTMENT OF TRANSPORTATION,1,SAFETY EDUCATION OUTREACH COORDINATOR,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",40.7087357,-74.0081164,Manhattan,81535.0,52524.0,Annual,10038.0,Managerial and Professional
2202,DEPT OF HEALTH/MENTAL HYGIENE,1,"Public Health Assistant, Bureau of School Health",Health,40.7472946,-73.94433049999998,Queens,19.62,17.06,Hourly,11120.0,Other
2203,DEPT OF HEALTH/MENTAL HYGIENE,1,"Public Health Assistant, Bureau of School Health",Health,40.7472946,-73.94433049999998,Queens,19.62,17.06,Hourly,11120.0,Other
2204,DEPARTMENT OF CITY PLANNING,1,Assistant Urban Designer / City Planner,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Policy, Research & Analysis",40.7084773,-74.01059839999998,Manhattan,65000.0,55416.0,Annual,10271.0,Service
2205,DEPARTMENT OF CITY PLANNING,1,Assistant Urban Designer / City Planner,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Policy, Research & Analysis",40.7084773,-74.01059839999998,Manhattan,65000.0,55416.0,Annual,10271.0,Service
2206,OFFICE OF MANAGEMENT & BUDGET,1,Analyst  Intergovernmental Relations,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Legal Affairs Policy, Research & Analysis",40.7143284,-74.01091439999998,Manhattan,68244.0,45491.0,Annual,10007.0,Other
2207,OFFICE OF MANAGEMENT & BUDGET,1,Analyst  Intergovernmental Relations,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Legal Affairs Policy, Research & Analysis",40.7143284,-74.01091439999998,Manhattan,68244.0,45491.0,Annual,10007.0,Other
2208,OFFICE OF MANAGEMENT & BUDGET,1,Analyst  Revenue Reporting,"Finance, Accounting, & Procurement Policy, Research & Analysis",40.7143284,-74.01091439999998,Manhattan,68244.0,60660.0,Annual,10007.0,Other
2209,OFFICE OF MANAGEMENT & BUDGET,1,Analyst  Revenue Reporting,"Finance, Accounting, & Procurement Policy, Research & Analysis",40.7143284,-74.01091439999998,Manhattan,68244.0,60660.0,Annual,10007.0,Other
2210,OFFICE OF MANAGEMENT & BUDGET,1,Analyst  DOE Expense,"Finance, Accounting, & Procurement Policy, Research & Analysis",40.7143284,-74.01091439999998,Manhattan,60660.0,45491.0,Annual,10007.0,Other
2211,OFFICE OF MANAGEMENT & BUDGET,1,Analyst  DOE Expense,"Finance, Accounting, & Procurement Policy, Research & Analysis",40.7143284,-74.01091439999998,Manhattan,60660.0,45491.0,Annual,10007.0,Other
2212,DEPARTMENT OF TRANSPORTATION,3,PRINCIPAL ADMINISTRATIVE ASSOCIATE 1,"Constituent Services & Community Programs Policy, Research & Analysis",40.72764300000001,-73.937443,Brooklyn,64662.0,44142.0,Annual,11222.0,Service
2213,DEPARTMENT OF TRANSPORTATION,3,PRINCIPAL ADMINISTRATIVE ASSOCIATE 1,"Constituent Services & Community Programs Policy, Research & Analysis",40.72764300000001,-73.937443,Brooklyn,64662.0,44142.0,Annual,11222.0,Service
2214,ADMIN FOR CHILDREN'S SVCS,1,FAP/JJI Clerk,Social Services,40.6926226,-73.98842579999999,Brooklyn,52095.0,44142.0,Annual,11201.0,Service
2215,DEPT OF CITYWIDE ADMIN SVCS,2,Investigations and Compliance Officer,Administration & Human Resources Legal Affairs,40.712830600000004,-74.00371489999998,Manhattan,85000.0,66326.0,Annual,10007.0,Other
2216,DEPT OF CITYWIDE ADMIN SVCS,2,Investigations and Compliance Officer,Administration & Human Resources Legal Affairs,40.712830600000004,-74.00371489999998,Manhattan,85000.0,66326.0,Annual,10007.0,Other
2217,DEPT OF ENVIRONMENT PROTECTION,2,Plant Chief,"Engineering, Architecture, & Planning",40.72764300000001,-73.937443,Brooklyn,53.99,53.99,Hourly,11222.0,Other
2218,DEPT OF ENVIRONMENT PROTECTION,3,Deputy Chief,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,109850.0,109850.0,Annual,11373.0,Other
2219,DEPT OF ENVIRONMENT PROTECTION,3,Deputy Chief,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,109850.0,109850.0,Annual,11373.0,Other
2220,MAYORS OFFICE OF CONTRACT SVCS,1,IT Security Engineer Manager,"Technology, Data & Innovation",40.7142973,-74.0043792,Manhattan,120000.0,100000.0,Annual,10007.0,Other
2221,MAYORS OFFICE OF CONTRACT SVCS,1,IT Security Engineer Manager,"Technology, Data & Innovation",40.7142973,-74.0043792,Manhattan,120000.0,100000.0,Annual,10007.0,Other
2222,DEPARTMENT OF CITY PLANNING,2,Borough Planner,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Policy, Research & Analysis",40.7084773,-74.01059839999998,Manhattan,62000.0,55000.0,Annual,10271.0,Service
2223,DEPARTMENT OF CITY PLANNING,2,Borough Planner,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Policy, Research & Analysis",40.7084773,-74.01059839999998,Manhattan,62000.0,55000.0,Annual,10271.0,Service
2224,HOUSING PRESERVATION & DVLPMNT,1,"Deputy Commissioner, Office of Policy and Strategy","Policy, Research & Analysis",40.7103379,-74.00330290000001,Manhattan,201121.0,180000.0,Annual,10038.0,Other
2225,HOUSING PRESERVATION & DVLPMNT,1,"Deputy Commissioner, Office of Policy and Strategy","Policy, Research & Analysis",40.7103379,-74.00330290000001,Manhattan,201121.0,180000.0,Annual,10038.0,Other
2226,MAYORS OFFICE OF CONTRACT SVCS,1,"Senior Analyst, Enterprise Data Services","Technology, Data & Innovation",40.7142973,-74.0043792,Manhattan,75000.0,60000.0,Annual,10007.0,Other
2227,MAYORS OFFICE OF CONTRACT SVCS,1,"Senior Analyst, Enterprise Data Services","Technology, Data & Innovation",40.7142973,-74.0043792,Manhattan,75000.0,60000.0,Annual,10007.0,Other
2228,DEPT OF ENVIRONMENT PROTECTION,1,Managing Director of Green Infrastructure Design and Construction,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,202744.0,78574.0,Annual,11373.0,Other
2229,DEPT OF ENVIRONMENT PROTECTION,1,Managing Director of Green Infrastructure Design and Construction,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,202744.0,78574.0,Annual,11373.0,Other
2230,DEPT OF ENVIRONMENT PROTECTION,1,Managing Director of Green Infrastructure Design and Construction,"Engineering, Architecture, & Planning",40.7348102,-73.8644434,Queens,202744.0,78574.0,Annual,11373.0,Other
2231,DEPARTMENT OF CITY PLANNING,1,Communications Analyst,"Communications & Intergovernmental Affairs Building Operations & Maintenance Policy, Research & Analysis",40.7084773,-74.01059839999998,Manhattan,73000.0,63000.0,Annual,10271.0,Operatives and Laborers
2232,DEPARTMENT OF CITY PLANNING,1,Communications Analyst,"Communications & Intergovernmental Affairs Building Operations & Maintenance Policy, Research & Analysis",40.7084773,-74.01059839999998,Manhattan,73000.0,63000.0,Annual,10271.0,Operatives and Laborers
2233,DEPT OF YOUTH & COMM DEV SRVS,1,Director of SONYC Programs,Constituent Services & Community Programs,40.714098799999995,-74.0039841,Manhattan,112000.0,63031.0,Annual,10007.0,Service
2234,OFFICE OF MANAGEMENT & BUDGET,1,Project Manager  Value Management,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement Policy, Research & Analysis",40.7143284,-74.01091439999998,Manhattan,95522.0,77115.0,Annual,10007.0,Other
2235,OFFICE OF MANAGEMENT & BUDGET,1,Project Manager  Value Management,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement Policy, Research & Analysis",40.7143284,-74.01091439999998,Manhattan,95522.0,77115.0,Annual,10007.0,Other
2236,DEPARTMENT OF TRANSPORTATION,10,CEI/CWC,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,60447.0,49916.0,Annual,10041.0,Other
2237,DEPARTMENT OF TRANSPORTATION,10,CEI/CWC,"Engineering, Architecture, & Planning",40.7033226,-74.00889620000001,Manhattan,60447.0,49916.0,Annual,10041.0,Other
2238,DEPT OF DESIGN & CONSTRUCTION,1,Deputy General Counsel,Legal Affairs,40.7441315,-73.9360615,Queens,168433.0,63031.0,Annual,11101.0,Other
2239,DEPT OF DESIGN & CONSTRUCTION,1,Deputy General Counsel,Legal Affairs,40.7441315,-73.9360615,Queens,168433.0,63031.0,Annual,11101.0,Other
2240,DEPT OF INFO TECH & TELECOMM,1,MOME General Services Associate,Constituent Services & Community Programs Building Operations & Maintenance,40.712830600000004,-74.00371489999998,Manhattan,60000.0,37217.0,Annual,10007.0,Operatives and Laborers
2241,DEPT OF INFO TECH & TELECOMM,1,MOME General Services Associate,Constituent Services & Community Programs Building Operations & Maintenance,40.712830600000004,-74.00371489999998,Manhattan,60000.0,37217.0,Annual,10007.0,Operatives and Laborers
2242,DEPARTMENT OF SANITATION,1,VIDEOGRAPHER,Communications & Intergovernmental Affairs,40.7157524,-74.002517,Manhattan,73804.0,52268.0,Annual,10013.0,Other
